Restaurant,Location,Cuisines,AverageCost,MinimumOrder,Rating,Votes,Reviews,DeliveryTime
ID2597,"MG Road, Pune","Bakery, Fast Food, Street Food",100,50,2.9,5,2,30
ID1859,"FTI College, Law College Road, Pune","Beverages, Fast Food",150,50,3.3,5,3,30
ID2057,Mumbai Central,"Desserts, Bakery",100,50,4.0,58,44,80
ID1329,"DBlock, Sector 63, Noida","Bakery, Desserts",150,99,4.4,211,126,65
ID8255,"Sector 1, Noida",Ice Cream,100,50,3.4,16,3,30
ID4232,"FTI College, Law College Road, Pune",North Indian,150,50,,,,30
ID4873,"Yerawada, Pune, Maharashtra",Fast Food,150,50,NEW,,,30
ID6288,"DBlock, Sector 63, Noida","North Indian, Chinese",100,50,2.8,14,3,45
ID4696,"Rmz Centennial, I Gate, Whitefield","Bakery, Desserts",250,50,,,,30
ID3968,Delhi Cantt.,"Fast Food, Beverages",200,50,4.0,326,229,45
ID5361,"Mico Layout, Stage 2, BTM Layout,Bangalore","South Indian, Chinese, North Indian",200,50,,,,30
ID5467,"Mico Layout, Stage 2, BTM Layout,Bangalore","Ice Cream, Desserts",100,150,4.3,158,104,45
ID5920,Delhi UniversityGTB Nagar,North Indian,150,50,NEW,,,30
ID2867,Delhi UniversityGTB Nagar,Bakery,150,50,3.8,115,28,45
ID8189,"Yerawada, Pune, Maharashtra",Biryani,150,50,3.0,4,,30
ID4822,"Yerawada, Pune, Maharashtra","Momos, Tibetan, Beverages",100,50,4.5,647,251,30
ID1289,"MG Road, Pune",Chinese,150,50,2.9,4,3,30
ID2356,"Rmz Centennial, I Gate, Whitefield","Beverages, Fast Food",200,50,3.9,113,37,65
ID3160,Pune University,"Burger, Fast Food",200,50,4.0,65,46,30
ID538,"Chandni Chowk, Kolkata","Fast Food, Chinese",100,50,,,,30
ID3503,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Fast Food, Chinese",200,50,3.7,60,25,30
ID7358,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,200,50,3.0,8,3,30
ID2356,"Moulali, Kolkata","Beverages, Healthy Food, Sandwich",150,99,4.1,190,95,30
ID4504,Delhi Cantt.,North Indian,150,50,2.8,16,6,30
ID2617,"FTI College, Law College Road, Pune","Fast Food, Biryani, Beverages",200,50,,,,30
ID7197,"Nathan Road, Mangaldas Road, Pune","Ice Cream, Beverages",100,50,3.8,56,20,30
ID5618,Delhi UniversityGTB Nagar,"Fast Food, Chinese, North Indian",200,50,3.9,164,81,30
ID927,"DBlock, Sector 63, Noida","Biryani, North Indian, Mughlai",250,50,4.1,154,98,30
ID7132,Delhi UniversityGTB Nagar,Fast Food,200,50,3.9,160,78,65
ID8120,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",200,50,,,,30
ID4236,"Sector 1, Noida","North Indian, Chinese, Rolls",200,50,3.5,108,43,45
ID6751,"MG Road, Pune","North Indian, South Indian, Chinese",200,50,3.0,16,8,30
ID2194,Majestic,"Cafe, Bakery, Desserts",300,50,4.1,769,409,30
ID579,"Sandhurst Road, Mumbai CST Area",Biryani,150,50,NEW,,,30
ID6209,Majestic,"Fast Food, Desserts, Beverages",150,50,3.9,99,31,45
ID7971,Delhi Cantt.,"Fast Food, Beverages",200,50,3.8,331,233,30
ID2355,"DBlock, Sector 63, Noida","North Indian, Italian, Finger Food",500,50,4.1,160,134,45
ID6364,Majestic,"North Indian, Chinese, Street Food, Juices",250,50,4.4,977,438,30
ID5277,"Yerawada, Pune, Maharashtra","Chinese, Asian",200,90,4.1,739,389,45
ID1934,"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, Chinese",200,50,3.9,104,41,45
ID6838,"Gora Bazar, Rajbari, North Dumdum, Kolkata",South Indian,100,50,3.8,16,7,30
ID8489,"Mico Layout, Stage 2, BTM Layout,Bangalore","Chinese, South Indian, North Indian",300,99,2.4,215,109,45
ID6561,"Sector 14, Noida","North Indian, Chinese",150,0,3.5,121,42,45
ID4917,"Sector 14, Noida","Mughlai, North Indian, Rolls",250,50,3.9,36,23,30
ID4953,Delhi UniversityGTB Nagar,"North Indian, Chinese",150,50,2.9,151,50,30
ID3440,"MG Road, Pune",Sandwich,100,50,NEW,,,30
ID5098,"DBlock, Sector 63, Noida","Biryani, Chinese, North Indian",350,50,3.2,7,2,30
ID630,"DBlock, Sector 63, Noida","Bakery, Street Food, North Indian",100,50,3.0,8,,30
ID1909,"Rmz Centennial, I Gate, Whitefield","Ice Cream, Desserts",100,50,3.5,17,10,30
ID5123,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,200,50,3.2,21,2,45
ID4002,"Babarpur, New Delhi, Delhi",North Indian,150,50,NEW,,,30
ID2684,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese",200,50,3.2,4,3,30
ID7995,"Sector 1, Noida",Chinese,100,50,3.7,181,122,30
ID3709,"Noorkhan Bazaar, Malakpet, Hyderabad","Mithai, Street Food",150,0,3.7,49,12,30
ID5873,"Sector 1, Noida","North Indian, Afghan, Lebanese",200,50,3.3,17,4,30
ID6328,"Rmz Centennial, I Gate, Whitefield","Rolls, Sandwich, Burger, Beverages",150,50,3.3,49,25,30
ID8513,"Dockyard Road, Mumbai CST Area",Desserts,150,50,3.9,86,30,30
ID1267,"Mico Layout, Stage 2, BTM Layout,Bangalore","Cafe, Continental, Burger",350,50,4.3,1132,734,45
ID6146,"Hyderabad Public School, Begumpet",Bakery,100,50,3.3,22,2,30
ID3933,"DBlock, Sector 63, Noida",Rolls,200,50,3.4,20,5,30
ID6884,"Delhi High Court, India Gate",Street Food,100,50,3.9,117,58,30
ID4578,"Yerawada, Pune, Maharashtra",South Indian,100,50,2.9,39,21,45
ID2688,Majestic,"North Indian, Chinese",200,50,3.9,178,53,65
ID8429,"Sector 14, Noida","North Indian, Mughlai, Chinese",550,50,3.9,504,369,45
ID3827,"Yerawada, Pune, Maharashtra",Momos,100,50,3.3,15,4,45
ID3296,"Sector 3, Marathalli","Chinese, Thai, Seafood, Momos",200,50,3.8,361,143,65
ID8008,"FTI College, Law College Road, Pune","Cafe, North Indian, South Indian, Chinese",200,50,3.7,124,72,30
ID2519,Delhi UniversityGTB Nagar,"North Indian, Fast Food",100,50,3.2,9,2,30
ID1791,"Nathan Road, Mangaldas Road, Pune","North Indian, South Indian, Chinese, Beverages, Ice Cream",200,50,3.6,223,103,30
ID3358,"MG Road, Pune","North Indian, South Indian, Chinese",200,50,3.1,7,2,30
ID5409,"Sandhurst Road, Mumbai CST Area","Pizza, Fast Food",250,50,4.2,84,62,30
ID8140,"Mico Layout, Stage 2, BTM Layout,Bangalore",Fast Food,100,50,,,,30
ID1100,"Delhi Administration Flats, Timarpur","Street Food, North Indian, South Indian, Mithai, Beverages",200,50,3.9,783,167,45
ID2590,"DBlock, Sector 63, Noida","Chinese, Momos",150,50,3.5,100,30,45
ID5578,"Sector 14, Noida","Cafe, Italian",250,50,3.2,27,18,30
ID1255,"FTI College, Law College Road, Pune","Ice Cream, Beverages",100,50,3.4,9,1,30
ID5694,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Pizza, Fast Food, Beverages",100,50,NEW,,,30
ID7365,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese",250,50,3.5,11,4,30
ID5141,"Musi Nagar, Malakpet, Hyderabad","Desserts, Mithai",100,50,3.5,14,5,30
ID572,"DBlock, Sector 63, Noida",North Indian,200,50,3.7,61,28,30
ID720,"Sandhurst Road, Mumbai CST Area","Biryani, North Indian, Mughlai",300,50,3.9,304,124,45
ID3593,"DBlock, Sector 63, Noida","North Indian, Chinese",150,50,2.4,21,9,65
ID4987,"Sandhurst Road, Mumbai CST Area","Desserts, Ice Cream",100,50,3.4,9,4,30
ID7924,"Sector 1, Noida","North Indian, Chinese, Kebab, Mughlai",800,50,4.7,1112,972,45
ID4704,Majestic,"South Indian, North Indian, Chinese",200,50,,,,30
ID5091,"Rmz Centennial, I Gate, Whitefield","Andhra, North Indian",200,50,,,,30
ID1949,Majestic,"Bakery, Desserts",100,50,3.7,12,6,30
ID635,"Chandni Chowk, Kolkata",Mishti,50,99,4.4,1512,579,45
ID6293,"Sector 1, Noida","North Indian, Chinese, Fast Food",150,50,,,,30
ID1667,"Sector 63A,Gurgaon","Bakery, Fast Food",150,50,3.6,59,27,45
ID686,"Sector 1, Noida","Coffee, Cafe, Fast Food, Desserts, Beverages",250,50,3.7,111,83,30
ID2823,Pune University,South Indian,150,50,,,,30
ID2393,"Nathan Road, Mangaldas Road, Pune","Salad, Fast Food, South Indian, North Indian",200,50,3.4,40,29,30
ID1994,"Rmz Centennial, I Gate, Whitefield","Arabian, Middle Eastern, Biryani, Mughlai, Fast Food",250,50,3.3,32,18,30
ID6284,"Mico Layout, Stage 2, BTM Layout,Bangalore","Mughlai, Chinese",150,50,3.4,8,1,30
ID5859,"MG Road, Pune","Biryani, Kebab",200,50,NEW,,,30
ID269,"Mico Layout, Stage 2, BTM Layout,Bangalore","Mughlai, Biryani, Kebab, North Indian",200,50,3.7,374,117,30
ID8089,"Nathan Road, Mangaldas Road, Pune","North Indian, Chinese, Thai, European, Italian",650,50,3.6,186,114,30
ID3834,Majestic,"Fast Food, Biryani, Rolls",150,50,3.9,262,60,45
ID7407,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Street Food",100,50,3.2,6,2,30
ID6211,"Sector 1, Noida","Rolls, Fast Food",200,50,3.8,62,38,30
ID5960,"Babarpur, New Delhi, Delhi","North Indian, Mughlai, Biryani",200,50,3.5,35,17,30
ID3277,"Rmz Centennial, I Gate, Whitefield","South Indian, North Indian, Andhra",100,50,NEW,,,30
ID3970,Majestic,"Burger, Fast Food",200,50,3.9,452,60,45
ID6769,"Sandhurst Road, Mumbai CST Area","Fast Food, South Indian, Street Food",150,50,3.2,15,9,45
ID7139,"Dockyard Road, Mumbai CST Area","Chinese, Mughlai, North Indian",250,50,3.1,6,1,30
ID52,"Sector 1, Noida",Fast Food,100,50,3.7,38,22,120
ID2146,"Mico Layout, Stage 2, BTM Layout,Bangalore","South Indian, Kerala, Biryani",150,50,3.6,14,2,30
ID2955,"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese",200,50,2.9,30,14,30
ID7190,"DBlock, Sector 63, Noida",North Indian,200,50,,,,30
ID4112,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Rolls,100,50,4.0,,,30
ID8250,"Babarpur, New Delhi, Delhi",Street Food,100,50,3.5,28,9,30
ID4703,"Delhi Administration Flats, Timarpur",Chinese,200,50,3.0,340,61,45
ID5806,"Delhi Administration Flats, Timarpur",Street Food,50,50,,,,30
ID1235,Delhi Cantt.,"Fast Food, Chinese, Beverages",150,50,NEW,,,30
ID1449,"DBlock, Sector 63, Noida","Street Food, Fast Food",100,50,2.7,10,5,30
ID2329,"Jaya Nagar, Saidabad, Hyderabad",South Indian,100,0,3.8,46,12,30
ID2632,"Sector 3, Marathalli","Desserts, Ice Cream",150,50,,,,30
ID2967,Mumbai Central,"Healthy Food, Sandwich, Desserts, European, Italian, American, Bakery, Beverages",200,50,3.6,23,3,30
ID528,"MG Road, Pune","North Indian, Continental, Asian, Pizza",500,50,3.6,435,236,45
ID4912,"FTI College, Law College Road, Pune","North Indian, Chinese, Mughlai, Italian",600,50,3.9,161,80,30
ID6692,"FTI College, Law College Road, Pune","Fast Food, Biryani",150,50,3.3,12,2,30
ID2886,"FTI College, Law College Road, Pune","German, Continental, Beverages",600,50,4.1,2602,1510,45
ID2522,"Sector 63A,Gurgaon",Pizza,200,50,3.5,46,9,30
ID6172,"Mico Layout, Stage 2, BTM Layout,Bangalore",Fast Food,150,50,3.7,28,5,30
ID5885,Delhi Cantt.,North Indian,200,50,2.8,63,29,30
ID8127,"Rmz Centennial, I Gate, Whitefield","North Indian, Fast Food",200,99,3.0,487,130,45
ID6295,Pune University,"Chinese, Fast Food",100,50,,,,30
ID5898,"Mico Layout, Stage 2, BTM Layout,Bangalore","Beverages, Juices, North Indian",100,50,3.4,8,2,30
ID1683,"DBlock, Sector 63, Noida",Chinese,200,50,,,,30
ID4888,"Jaya Nagar, Saidabad, Hyderabad",Kebab,200,50,2.8,196,11,30
ID3441,"Gora Bazar, Rajbari, North Dumdum, Kolkata","Cafe, Fast Food",250,50,3.7,67,39,30
ID4500,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,200,50,3.4,31,4,30
ID889,"DBlock, Sector 63, Noida","Biryani, Mughlai, Hyderabadi, Desserts",300,99,3.9,516,201,120
ID1021,Majestic,Street Food,50,50,4.1,98,53,30
ID6366,"Delhi High Court, India Gate","South Indian, North Indian, Chinese",250,50,4.1,1023,498,45
ID4956,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Fast Food",150,50,3.3,7,4,30
ID8240,"Dockyard Road, Mumbai CST Area","North Indian, Chinese, Mughlai",250,99,4.0,551,310,45
ID6666,"Raja Bazar, Kolkata","North Indian, Fast Food",100,50,3.4,94,36,45
ID5307,"Moulali, Kolkata","South Indian, North Indian, Fast Food",150,99,3.7,158,69,45
ID3992,"DBlock, Sector 63, Noida",North Indian,200,50,3.0,5,1,30
ID3064,"Delhi Administration Flats, Timarpur",North Indian,200,50,3.8,206,56,30
ID3300,"DBlock, Sector 63, Noida","North Indian, Beverages",100,50,NEW,,,30
ID6771,Delhi UniversityGTB Nagar,"South Indian, Chinese",150,50,3.5,40,22,45
ID1116,Delhi UniversityGTB Nagar,"North Indian, Chinese, Fast Food",200,50,,,,30
ID5321,"FTI College, Law College Road, Pune","Biryani, Hyderabadi, North Indian, Mughlai",100,0,,,,30
ID3866,"Sector 3, Marathalli",North Indian,150,50,3.7,110,34,45
ID3419,"MG Road, Pune","North Indian, Chinese",250,50,3.3,12,8,30
ID5265,"Rmz Centennial, I Gate, Whitefield","Hyderabadi, Biryani",300,99,3.8,872,146,65
ID1877,"Mico Layout, Stage 2, BTM Layout,Bangalore","Ice Cream, Desserts",150,50,4.6,285,121,45
ID4068,"Babarpur, New Delhi, Delhi","North Indian, Chinese",200,50,3.4,15,,30
ID5459,"Sector 63A,Gurgaon",North Indian,150,50,NEW,,,30
ID5412,"Mico Layout, Stage 2, BTM Layout,Bangalore","Chinese, Thai, Momos",250,99,4.0,383,193,45
ID4058,"DBlock, Sector 63, Noida",Rolls,150,50,4.1,153,108,45
ID5901,"Delhi Administration Flats, Timarpur",North Indian,100,50,3.6,345,20,30
ID4868,"FTI College, Law College Road, Pune",Fast Food,200,50,3.3,51,10,30
ID7273,"Sector 1, Noida","Street Food, Chinese",100,50,,,,30
ID5479,"Mico Layout, Stage 2, BTM Layout,Bangalore",North Indian,100,50,3.3,401,44,45
ID2068,"Mico Layout, Stage 2, BTM Layout,Bangalore",South Indian,100,50,4.0,137,34,45
ID7491,"DBlock, Sector 63, Noida",North Indian,250,50,2.9,4,2,30
ID2824,"Sandhurst Road, Mumbai CST Area","Continental, Juices, American, Fast Food, Italian, Ice Cream",200,50,2.8,94,49,45
ID8437,"Delhi Administration Flats, Timarpur","Fast Food, Beverages",250,50,4.0,105,61,30
ID2757,"Delhi High Court, India Gate","North Indian, Chinese, Fast Food, Momos",450,99,3.7,31,17,65
ID634,"Musi Nagar, Malakpet, Hyderabad","Desserts, Street Food",100,50,3.7,19,4,30
ID6451,"Delhi Administration Flats, Timarpur","North Indian, Chinese, Mughlai, South Indian",250,50,3.7,476,160,30
ID2185,"Sector 1, Noida","North Indian, Mughlai, Kebab",900,99,4.3,3519,1971,65
ID1019,"Mico Layout, Stage 2, BTM Layout,Bangalore","Maharashtrian, Fast Food, Street Food, Sandwich",100,50,4.1,46,17,30
ID2010,"Mico Layout, Stage 2, BTM Layout,Bangalore","Korean, Sushi",400,50,4.1,95,52,30
ID6864,"Delhi Administration Flats, Timarpur",North Indian,250,50,3.8,110,32,65
ID4105,"Sector 14, Noida","North Indian, Biryani, Rolls",200,50,3.3,5,2,30
ID3718,"Delhi High Court, India Gate","Bakery, Fast Food",100,50,4.1,287,76,30
ID5865,"DBlock, Sector 63, Noida","North Indian, Chinese, Rolls",250,50,4.3,467,197,65
ID8056,"Dockyard Road, Mumbai CST Area","Beverages, Ice Cream",100,50,3.7,37,18,30
ID1997,"Nathan Road, Mangaldas Road, Pune",North Indian,200,99,3.0,35,8,45
ID4158,Pune University,"Biryani, North Indian, Mughlai",200,50,NEW,,,30
ID8184,"Rmz Centennial, I Gate, Whitefield","South Indian, North Indian, Chinese, Beverages",150,50,3.8,29,8,30
ID7413,"Sector 14, Noida",North Indian,200,50,3.7,186,78,45
ID8320,"Dockyard Road, Mumbai CST Area",Fast Food,100,50,3.2,8,,30
ID2642,Delhi Cantt.,North Indian,250,99,,,,30
ID8109,"Chandni Chowk, Kolkata","North Indian, Chinese, Bengali",150,50,,,,30
ID8454,"Yerawada, Pune, Maharashtra","Italian, North Indian",550,50,3.8,120,83,30
ID4652,"Noorkhan Bazaar, Malakpet, Hyderabad","Burger, Fast Food, Beverages, Cafe, Desserts",200,50,3.0,4,2,30
ID4506,"Musi Nagar, Malakpet, Hyderabad","South Indian, Chinese",100,0,NEW,,,30
ID8144,"Yerawada, Pune, Maharashtra",Desserts,100,50,NEW,,,30
ID6341,"Babarpur, New Delhi, Delhi","Chinese, Fast Food, Momos",200,50,3.6,95,31,30
ID699,"Delhi Administration Flats, Timarpur",North Indian,200,50,2.9,4,3,45
ID2297,"Sector 14, Noida","Ice Cream, Beverages",150,50,4.1,31,24,30
ID3236,Pune University,"Biryani, Mughlai",150,50,3.3,14,1,30
ID5184,"Sector 3, Marathalli","North Indian, Chinese, Biryani",300,50,3.3,6,,30
ID1751,"Mico Layout, Stage 2, BTM Layout,Bangalore",Desserts,150,50,,,,30
ID8525,"Nathan Road, Mangaldas Road, Pune",Bakery,100,50,3.4,19,7,45
ID8441,"Sector 63A,Gurgaon",Burger,250,50,3.8,109,63,30
ID6479,Majestic,"Mithai, Street Food, Fast Food",150,50,4.0,124,66,30
ID6962,Delhi Cantt.,"North Indian, Chinese, Rolls",150,50,3.3,13,7,30
ID105,"FTI College, Law College Road, Pune","Tea, Street Food, Maharashtrian",100,50,3.5,23,9,30
ID7456,Delhi UniversityGTB Nagar,"Cafe, North Indian, Continental, Chinese",250,0,4.1,798,554,45
ID3671,"Sector 3, Marathalli","North Indian, Chinese",300,50,3.5,11,3,30
ID7082,"Noorkhan Bazaar, Malakpet, Hyderabad",South Indian,150,50,3.8,385,20,45
ID7427,"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, Desserts, Beverages",150,50,2.9,34,20,30
ID3232,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Healthy Food,150,50,NEW,,,30
ID5512,"Sector 1, Noida",North Indian,100,50,,,,30
ID7871,"Yerawada, Pune, Maharashtra",Desserts,100,50,4.0,61,32,45
ID5703,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Fast Food, Pizza",200,50,3.6,275,64,30
ID7019,Mumbai Central,"North Indian, Chinese, Street Food",200,50,3.6,13,3,30
ID8009,Delhi UniversityGTB Nagar,"North Indian, Chinese",200,50,NEW,,,30
ID7564,"Mico Layout, Stage 2, BTM Layout,Bangalore","Biryani, North Indian",150,50,NEW,,,30
ID244,"Dockyard Road, Mumbai CST Area","Rolls, Sandwich, Fast Food, Beverages",200,50,3.7,267,64,30
ID4151,"Sector 14, Noida",Beverages,150,50,4.1,205,133,65
ID5720,Delhi UniversityGTB Nagar,Pizza,150,50,NEW,,,30
ID7512,"Delhi Administration Flats, Timarpur","North Indian, Chinese",300,50,,,,30
ID573,"DBlock, Sector 63, Noida","Chinese, North Indian, Mughlai",200,50,,,,30
ID7849,"Sector 63A,Gurgaon","Chinese, North Indian, Continental",750,50,4.1,630,318,65
ID6666,"Moulali, Kolkata","North Indian, Fast Food",100,50,3.4,94,36,45
ID682,"Sector 14, Noida","Mughlai, North Indian, Chinese",200,50,3.4,50,18,30
ID6557,"DBlock, Sector 63, Noida","Ice Cream, Beverages",100,50,3.3,9,7,30
ID5620,"Sector 3, Marathalli","Pizza, Continental, Fast Food",300,50,3.6,45,32,30
ID2191,"Yerawada, Pune, Maharashtra","North Indian, Biryani",200,50,3.8,15,10,30
ID1935,"Mico Layout, Stage 2, BTM Layout,Bangalore",Chinese,150,50,,,,30
ID5881,"DBlock, Sector 63, Noida",North Indian,200,50,4.0,67,57,30
ID712,"Dockyard Road, Mumbai CST Area","Fast Food, Lebanese, Beverages",100,50,NEW,,,30
ID7601,Mumbai Central,"Cafe, Healthy Food, Italian",600,50,2.7,8,5,45
ID2083,"Jaya Nagar, Saidabad, Hyderabad","Cafe, Beverages, Fast Food, Desserts",250,50,3.5,158,44,65
ID6258,Pune University,"Italian, Cafe, Salad",400,50,4.3,776,463,45
ID7017,"Sector 14, Noida",North Indian,100,50,3.1,5,,30
ID560,"Mico Layout, Stage 2, BTM Layout,Bangalore",North Indian,100,50,3.6,14,4,30
ID5138,"Moulali, Kolkata","North Indian, Chinese, Bengali, Kebab",350,99,3.5,273,41,45
ID6865,"Tejas Nagar Colony, Wadala West, Mumbai",North Indian,200,50,4.0,,,30
ID5952,Majestic,"Beverages, Desserts",150,50,,,,30
ID1749,Mumbai Central,"Desserts, Beverages",200,50,3.0,6,3,30
ID5713,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Pizza, Fast Food, Beverages",150,50,3.0,28,13,30
ID418,Mumbai Central,"North Indian, South Indian, Street Food, Chinese, Beverages",400,50,3.5,92,56,30
ID8066,Delhi UniversityGTB Nagar,"Tibetan, Chinese",100,50,NEW,,,30
ID6804,"Chatta Bazaar, Malakpet, Hyderabad",Desserts,100,50,,,,30
ID3909,"Mico Layout, Stage 2, BTM Layout,Bangalore","Andhra, Biryani, Chinese, North Indian, South Indian",150,50,4.0,240,60,45
ID1450,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Street Food,100,50,3.3,9,6,30
ID1339,"Yerawada, Pune, Maharashtra","Bakery, Desserts",250,0,4.4,557,358,45
ID7533,"DBlock, Sector 63, Noida",Bakery,200,50,3.7,46,24,30
ID60,Delhi Cantt.,North Indian,150,50,NEW,,,30
ID3092,"FTI College, Law College Road, Pune","North Indian, South Indian",100,50,3.2,8,1,30
ID4654,Majestic,"Burger, Fast Food",200,50,3.9,82,18,30
ID2446,"Rmz Centennial, I Gate, Whitefield","Beverages, Juices",100,50,3.7,59,43,30
ID3282,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,100,50,3.2,9,2,30
ID4289,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,150,50,,,,65
ID3203,"Delhi Administration Flats, Timarpur","Healthy Food, Continental, Fast Food",200,50,,,,30
ID5946,"Mico Layout, Stage 2, BTM Layout,Bangalore","South Indian, North Indian",100,50,,,,30
ID6709,Delhi Cantt.,"North Indian, Rolls",100,99,3.7,77,10,65
ID5538,"Sector 1, Noida","North Indian, Beverages",100,50,,,,30
ID1657,Mumbai Central,"North Indian, South Indian, Beverages, Desserts",200,50,3.1,5,4,30
ID5415,"Sector 14, Noida","North Indian, Chinese",200,50,3.6,88,46,45
ID572,"Delhi Administration Flats, Timarpur","North Indian, Mughlai",200,50,3.7,42,9,30
ID7604,"MG Road, Pune",Bakery,100,50,3.3,16,3,45
ID8639,"Delhi Administration Flats, Timarpur","Biryani, Mughlai",300,50,3.4,90,54,30
ID946,"Nathan Road, Mangaldas Road, Pune","North Indian, Mughlai",200,50,3.3,25,7,30
ID1239,"MG Road, Pune","North Indian, Chinese, Fast Food",200,50,3.5,40,22,30
ID4409,"Delhi High Court, India Gate","North Indian, Mughlai",200,50,4.0,468,218,45
ID6812,"DBlock, Sector 63, Noida",North Indian,100,50,3.5,28,13,30
ID8039,"Rmz Centennial, I Gate, Whitefield","Chinese, Momos",200,50,2.7,93,36,65
ID8642,"Sector 1, Noida",Fast Food,150,50,3.0,4,,30
ID4854,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese, Momos",100,50,3.8,180,65,45
ID8291,"Babarpur, New Delhi, Delhi","North Indian, Chinese",200,50,3.0,,,30
ID5340,"Sector 3, Marathalli","Andhra, North Indian",100,99,,,,30
ID4943,Mumbai Central,"Biryani, North Indian",150,50,,,,30
ID46,"DBlock, Sector 63, Noida","Fast Food, Rolls",100,50,3.1,5,4,30
ID1122,"Nathan Road, Mangaldas Road, Pune","Cafe, American, Fast Food",200,50,3.5,90,35,30
ID3637,"Sandhurst Road, Mumbai CST Area","Mughlai, North Indian",200,50,2.7,16,8,30
ID7127,Delhi UniversityGTB Nagar,North Indian,50,50,3.8,65,18,30
ID7447,"FTI College, Law College Road, Pune",Cafe,100,50,3.4,45,28,30
ID8527,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Bakery, Fast Food",100,50,,,,30
ID1643,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",200,50,4.0,208,93,30
ID3970,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Fast Food,200,50,3.8,714,130,45
ID6928,"Sandhurst Road, Mumbai CST Area","Fast Food, Burger, Sandwich",150,50,3.4,26,13,30
ID463,"Yerawada, Pune, Maharashtra","Ice Cream, Desserts",100,50,3.8,36,19,30
ID5122,"Chandni Chowk, Kolkata","North Indian, Bengali, Fast Food",200,50,,,,30
ID1278,"Nathan Road, Mangaldas Road, Pune","Cafe, Fast Food, Korean, Desserts",300,50,4.0,134,73,30
ID2634,"Babarpur, New Delhi, Delhi",North Indian,200,50,3.3,,,30
ID2164,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese, Rolls",150,50,3.1,6,,30
ID7859,"Jaya Nagar, Saidabad, Hyderabad",Beverages,150,50,3.7,15,3,30
ID4875,Delhi Cantt.,"Chinese, North Indian",150,50,NEW,,,30
ID3411,"FTI College, Law College Road, Pune",North Indian,250,50,3.1,4,1,30
ID780,"MG Road, Pune","Mithai, Street Food",150,50,3.3,4,3,30
ID5967,"Sector 3, Marathalli",Chinese,150,50,3.5,78,28,30
ID1209,"Dockyard Road, Mumbai CST Area","Cafe, Fast Food",250,50,3.0,28,21,45
ID4153,"Sector 3, Marathalli","North Indian, Chinese",200,50,3.5,10,5,30
ID7261,"Dockyard Road, Mumbai CST Area","North Indian, South Indian, Chinese, Fast Food",350,50,3.0,19,5,45
ID4018,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Desserts,50,50,3.4,16,8,30
ID5058,"DBlock, Sector 63, Noida","North Indian, Chinese, Fast Food",200,50,3.5,34,8,45
ID5673,Delhi Cantt.,"Cafe, Italian, Chinese, Continental, Beverages",350,50,4.0,676,532,65
ID339,"Mico Layout, Stage 2, BTM Layout,Bangalore","Kerala, South Indian",200,50,3.4,7,1,30
ID2853,"Chandni Chowk, Kolkata","Mishti, Street Food, South Indian",100,50,3.5,77,35,30
ID8574,"Mico Layout, Stage 2, BTM Layout,Bangalore","Cafe, European, Continental",300,50,4.2,1136,369,45
ID3682,"Sandhurst Road, Mumbai CST Area",Desserts,100,50,3.9,73,46,30
ID2157,Pune University,"Street Food, Chinese",150,50,3.0,97,11,45
ID3630,"Delhi High Court, India Gate","North Indian, Chinese, Continental, Beverages",250,50,,,,30
ID4371,"Sector 3, Marathalli","Desserts, Beverages",150,50,3.3,5,3,30
ID5233,"FTI College, Law College Road, Pune","Chinese, North Indian, Bengali, Salad",500,50,4.1,2138,1318,65
ID1967,"Delhi High Court, India Gate",Finger Food,500,0,3.1,7,1,30
ID2608,"DBlock, Sector 63, Noida","Bakery, Desserts, Fast Food, Beverages",200,50,3.7,47,34,30
