jobs,gender,salary,age,number of workers,working hours
"Agriculture, forestry and fishing",all,1800,45 ~ 49,170,160.1
"Agriculture, forestry and fishing",all,1800,50 ~ 54,171,154.4
"Agriculture, forestry and fishing",all,1800,55 ~ 59,218,157.4
"Agriculture, forestry and fishing",all,1800,60 ~,530,156.3
"Agriculture, forestry and fishing",all,1900,all,"1,220",170.7
"Agriculture, forestry and fishing",all,1900,~ 19,0,0
"Agriculture, forestry and fishing",all,1900,20 ~ 24,201,174.2
"Agriculture, forestry and fishing",all,1900,25 ~ 29,145,175.5
"Agriculture, forestry and fishing",all,1900,30 ~ 34,75,198.6
"Agriculture, forestry and fishing",all,1900,35 ~ 39,135,168.7
"Agriculture, forestry and fishing",all,1900,40 ~ 44,168,193.2
"Agriculture, forestry and fishing",all,1900,45 ~ 49,138,156.5
"Agriculture, forestry and fishing",all,1900,50 ~ 54,80,169.6
"Agriculture, forestry and fishing",all,1900,55 ~ 59,42,152
"Agriculture, forestry and fishing",all,1900,60 ~,234,152.7
"Agriculture, forestry and fishing",all,2000,all,954,177.9
"Agriculture, forestry and fishing",all,2000,~ 19,4,188
"Agriculture, forestry and fishing",all,2000,20 ~ 24,132,185.1
"Agriculture, forestry and fishing",all,2000,25 ~ 29,126,181.9
"Agriculture, forestry and fishing",all,2000,30 ~ 34,108,193.3
"Agriculture, forestry and fishing",all,2000,35 ~ 39,83,165.7
"Agriculture, forestry and fishing",all,2000,40 ~ 44,28,183.1
"Agriculture, forestry and fishing",all,2000,45 ~ 49,72,173.6
"Agriculture, forestry and fishing",all,2000,50 ~ 54,100,169.6
"Agriculture, forestry and fishing",all,2000,55 ~ 59,56,181.5
"Agriculture, forestry and fishing",all,2000,60 ~,244,172.2
"Agriculture, forestry and fishing",all,2200,all,"2,703",179.1
"Agriculture, forestry and fishing",all,2200,~ 19,8,197.7
"Agriculture, forestry and fishing",all,2200,20 ~ 24,335,190
"Agriculture, forestry and fishing",all,2200,25 ~ 29,612,177.7
"Agriculture, forestry and fishing",all,2200,30 ~ 34,172,185.1
"Agriculture, forestry and fishing",all,2200,35 ~ 39,153,187.5
"Agriculture, forestry and fishing",all,2200,40 ~ 44,223,181.9
"Agriculture, forestry and fishing",all,2200,45 ~ 49,195,176.2
"Agriculture, forestry and fishing",all,2200,50 ~ 54,241,193.8
"Agriculture, forestry and fishing",all,2200,55 ~ 59,243,156.3
"Agriculture, forestry and fishing",all,2200,60 ~,520,172.5
"Agriculture, forestry and fishing",all,2400,all,"1,571",183.4
"Agriculture, forestry and fishing",all,2400,~ 19,0,0
"Agriculture, forestry and fishing",all,2400,20 ~ 24,175,202
"Agriculture, forestry and fishing",all,2400,25 ~ 29,247,182.4
"Agriculture, forestry and fishing",all,2400,30 ~ 34,169,194.6
"Agriculture, forestry and fishing",all,2400,35 ~ 39,134,197.2
"Agriculture, forestry and fishing",all,2400,40 ~ 44,97,201.9
"Agriculture, forestry and fishing",all,2400,45 ~ 49,77,205.8
"Agriculture, forestry and fishing",all,2400,50 ~ 54,198,173
"Agriculture, forestry and fishing",all,2400,55 ~ 59,231,165.7
"Agriculture, forestry and fishing",all,2400,60 ~,243,166.5
"Agriculture, forestry and fishing",all,2600,all,"1,313",182.9
"Agriculture, forestry and fishing",all,2600,~ 19,0,0
"Agriculture, forestry and fishing",all,2600,20 ~ 24,62,199.1
"Agriculture, forestry and fishing",all,2600,25 ~ 29,230,178.5
"Agriculture, forestry and fishing",all,2600,30 ~ 34,134,188.1
"Agriculture, forestry and fishing",all,2600,35 ~ 39,290,184.3
"Agriculture, forestry and fishing",all,2600,40 ~ 44,135,188.5
"Agriculture, forestry and fishing",all,2600,45 ~ 49,50,199.1
"Agriculture, forestry and fishing",all,2600,50 ~ 54,78,181.6
"Agriculture, forestry and fishing",all,2600,55 ~ 59,86,194.1
"Agriculture, forestry and fishing",all,2600,60 ~,247,168.8
"Agriculture, forestry and fishing",all,2800,all,"1,040",185.7
"Agriculture, forestry and fishing",all,2800,~ 19,0,0
"Agriculture, forestry and fishing",all,2800,20 ~ 24,62,189.6
"Agriculture, forestry and fishing",all,2800,25 ~ 29,118,187.2
"Agriculture, forestry and fishing",all,2800,30 ~ 34,138,168.7
"Agriculture, forestry and fishing",all,2800,35 ~ 39,49,196
"Agriculture, forestry and fishing",all,2800,40 ~ 44,131,187.3
"Agriculture, forestry and fishing",all,2800,45 ~ 49,150,189.7
"Agriculture, forestry and fishing",all,2800,50 ~ 54,76,192
"Agriculture, forestry and fishing",all,2800,55 ~ 59,136,201.4
"Agriculture, forestry and fishing",all,2800,60 ~,181,174.6
"Agriculture, forestry and fishing",all,3000,all,929,188.7
"Agriculture, forestry and fishing",all,3000,~ 19,0,0
"Agriculture, forestry and fishing",all,3000,20 ~ 24,7,188
"Agriculture, forestry and fishing",all,3000,25 ~ 29,62,200.7
"Agriculture, forestry and fishing",all,3000,30 ~ 34,189,169.2
"Agriculture, forestry and fishing",all,3000,35 ~ 39,137,193
"Agriculture, forestry and fishing",all,3000,40 ~ 44,90,193.8
"Agriculture, forestry and fishing",all,3000,45 ~ 49,163,194.2
"Agriculture, forestry and fishing",all,3000,50 ~ 54,180,191.5
"Agriculture, forestry and fishing",all,3000,55 ~ 59,54,213.2
"Agriculture, forestry and fishing",all,3000,60 ~,45,169.2
"Agriculture, forestry and fishing",all,3500,all,"1,922",189.8
"Agriculture, forestry and fishing",all,3500,~ 19,0,0
"Agriculture, forestry and fishing",all,3500,20 ~ 24,76,176.5
"Agriculture, forestry and fishing",all,3500,25 ~ 29,122,201.9
"Agriculture, forestry and fishing",all,3500,30 ~ 34,149,197.1
"Agriculture, forestry and fishing",all,3500,35 ~ 39,368,181.2
"Agriculture, forestry and fishing",all,3500,40 ~ 44,406,177.1
"Agriculture, forestry and fishing",all,3500,45 ~ 49,297,201.4
"Agriculture, forestry and fishing",all,3500,50 ~ 54,213,205.7
"Agriculture, forestry and fishing",all,3500,55 ~ 59,123,202.9
"Agriculture, forestry and fishing",all,3500,60 ~,167,179.6
"Agriculture, forestry and fishing",all,4000,all,984,198.4
"Agriculture, forestry and fishing",all,4000,~ 19,0,0
"Agriculture, forestry and fishing",all,4000,20 ~ 24,2,157
"Agriculture, forestry and fishing",all,4000,25 ~ 29,55,189.6
"Agriculture, forestry and fishing",all,4000,30 ~ 34,56,189.7
"Agriculture, forestry and fishing",all,4000,35 ~ 39,229,210
"Agriculture, forestry and fishing",all,4000,40 ~ 44,204,178.9
"Agriculture, forestry and fishing",all,4000,45 ~ 49,140,202.7
"Agriculture, forestry and fishing",all,4000,50 ~ 54,151,213.6
"Agriculture, forestry and fishing",all,4000,55 ~ 59,79,186.8
"Agriculture, forestry and fishing",all,4000,60 ~,67,204.3
"Agriculture, forestry and fishing",all,4500,all,772,182.9
"Agriculture, forestry and fishing",all,4500,~ 19,0,0
"Agriculture, forestry and fishing",all,4500,20 ~ 24,2,203
"Agriculture, forestry and fishing",all,4500,25 ~ 29,6,168
"Agriculture, forestry and fishing",all,4500,30 ~ 34,103,166.3
"Agriculture, forestry and fishing",all,4500,35 ~ 39,107,179.2
"Agriculture, forestry and fishing",all,4500,40 ~ 44,94,198.1
"Agriculture, forestry and fishing",all,4500,45 ~ 49,248,191.6
"Agriculture, forestry and fishing",all,4500,50 ~ 54,71,192.9
"Agriculture, forestry and fishing",all,4500,55 ~ 59,92,165.1
"Agriculture, forestry and fishing",all,4500,60 ~,49,172.5
"Agriculture, forestry and fishing",all,5000,all,307,194.2
"Agriculture, forestry and fishing",all,5000,~ 19,0,0
"Agriculture, forestry and fishing",all,5000,20 ~ 24,0,0
"Agriculture, forestry and fishing",all,5000,25 ~ 29,5,182.5
"Agriculture, forestry and fishing",all,5000,30 ~ 34,32,206.5
"Agriculture, forestry and fishing",all,5000,35 ~ 39,32,189.8
"Agriculture, forestry and fishing",all,5000,40 ~ 44,56,206.9
"Agriculture, forestry and fishing",all,5000,45 ~ 49,84,185.4
"Agriculture, forestry and fishing",all,5000,50 ~ 54,37,176.8
"Agriculture, forestry and fishing",all,5000,55 ~ 59,57,204
"Agriculture, forestry and fishing",all,5000,60 ~,4,179
"Agriculture, forestry and fishing",all,6000,all,380,193.5
"Agriculture, forestry and fishing",all,6000,~ 19,0,0
"Agriculture, forestry and fishing",all,6000,20 ~ 24,0,0
"Agriculture, forestry and fishing",all,6000,25 ~ 29,6,178.8
"Agriculture, forestry and fishing",all,6000,30 ~ 34,13,182.4
"Agriculture, forestry and fishing",all,6000,35 ~ 39,43,207.1
"Agriculture, forestry and fishing",all,6000,40 ~ 44,103,191.9
"Agriculture, forestry and fishing",all,6000,45 ~ 49,74,197
"Agriculture, forestry and fishing",all,6000,50 ~ 54,105,192.6
"Agriculture, forestry and fishing",all,6000,55 ~ 59,14,162.6
"Agriculture, forestry and fishing",all,6000,60 ~,22,196
"Agriculture, forestry and fishing",all,10000,all,201,176.6
"Agriculture, forestry and fishing",all,10000,~ 19,0,0
"Agriculture, forestry and fishing",all,10000,20 ~ 24,0,0
"Agriculture, forestry and fishing",all,10000,25 ~ 29,0,0
"Agriculture, forestry and fishing",all,10000,30 ~ 34,3,152
"Agriculture, forestry and fishing",all,10000,35 ~ 39,6,175.7
"Agriculture, forestry and fishing",all,10000,40 ~ 44,28,162.8
"Agriculture, forestry and fishing",all,10000,45 ~ 49,58,185.5
"Agriculture, forestry and fishing",all,10000,50 ~ 54,55,175.8
"Agriculture, forestry and fishing",all,10000,55 ~ 59,44,175.6
"Agriculture, forestry and fishing",all,10000,60 ~,7,181.6
"Agriculture, forestry and fishing",man,all,all,"15,721",172.6
"Agriculture, forestry and fishing",man,all,~ 19,59,156.7
"Agriculture, forestry and fishing",man,all,20 ~ 24,982,183.3
"Agriculture, forestry and fishing",man,all,25 ~ 29,"1,715",179.1
"Agriculture, forestry and fishing",man,all,30 ~ 34,"1,301",181.1
"Agriculture, forestry and fishing",man,all,35 ~ 39,"1,828",183.6
"Agriculture, forestry and fishing",man,all,40 ~ 44,"1,931",175.4
"Agriculture, forestry and fishing",man,all,45 ~ 49,"2,091",175.7
"Agriculture, forestry and fishing",man,all,50 ~ 54,"1,793",170.3
"Agriculture, forestry and fishing",man,all,55 ~ 59,"1,521",167.5
"Agriculture, forestry and fishing",man,all,60 ~,"2,501",152.1
"Agriculture, forestry and fishing",man,800,all,163,58.3
"Agriculture, forestry and fishing",man,800,~ 19,2,24
"Agriculture, forestry and fishing",man,800,20 ~ 24,21,40
"Agriculture, forestry and fishing",man,800,25 ~ 29,11,51.5
"Agriculture, forestry and fishing",man,800,30 ~ 34,5,53
"Agriculture, forestry and fishing",man,800,35 ~ 39,7,84
"Agriculture, forestry and fishing",man,800,40 ~ 44,0,0
"Agriculture, forestry and fishing",man,800,45 ~ 49,33,64
"Agriculture, forestry and fishing",man,800,50 ~ 54,42,40
"Agriculture, forestry and fishing",man,800,55 ~ 59,13,84
"Agriculture, forestry and fishing",man,800,60 ~,29,79.9
"Agriculture, forestry and fishing",man,900,all,188,80.4
"Agriculture, forestry and fishing",man,900,~ 19,0,0
"Agriculture, forestry and fishing",man,900,20 ~ 24,0,0
"Agriculture, forestry and fishing",man,900,25 ~ 29,0,0
"Agriculture, forestry and fishing",man,900,30 ~ 34,0,0
"Agriculture, forestry and fishing",man,900,35 ~ 39,0,0
"Agriculture, forestry and fishing",man,900,40 ~ 44,8,94
"Agriculture, forestry and fishing",man,900,45 ~ 49,4,95
"Agriculture, forestry and fishing",man,900,50 ~ 54,8,85.5
"Agriculture, forestry and fishing",man,900,55 ~ 59,22,88.9
"Agriculture, forestry and fishing",man,900,60 ~,145,77.6
"Agriculture, forestry and fishing",man,1000,all,130,70.6
"Agriculture, forestry and fishing",man,1000,~ 19,0,0
"Agriculture, forestry and fishing",man,1000,20 ~ 24,5,112
"Agriculture, forestry and fishing",man,1000,25 ~ 29,0,0
"Agriculture, forestry and fishing",man,1000,30 ~ 34,4,112
"Agriculture, forestry and fishing",man,1000,35 ~ 39,4,95
"Agriculture, forestry and fishing",man,1000,40 ~ 44,13,106.3
"Agriculture, forestry and fishing",man,1000,45 ~ 49,4,76
"Agriculture, forestry and fishing",man,1000,50 ~ 54,0,0
"Agriculture, forestry and fishing",man,1000,55 ~ 59,8,95
"Agriculture, forestry and fishing",man,1000,60 ~,91,58
"Agriculture, forestry and fishing",man,1100,all,380,96.9
"Agriculture, forestry and fishing",man,1100,~ 19,0,0
"Agriculture, forestry and fishing",man,1100,20 ~ 24,6,136
"Agriculture, forestry and fishing",man,1100,25 ~ 29,0,0
"Agriculture, forestry and fishing",man,1100,30 ~ 34,0,0
"Agriculture, forestry and fishing",man,1100,35 ~ 39,0,0
"Agriculture, forestry and fishing",man,1100,40 ~ 44,83,96
"Agriculture, forestry and fishing",man,1100,45 ~ 49,143,95.1
"Agriculture, forestry and fishing",man,1100,50 ~ 54,110,105
"Agriculture, forestry and fishing",man,1100,55 ~ 59,23,75.3
"Agriculture, forestry and fishing",man,1100,60 ~,15,76
"Agriculture, forestry and fishing",man,1200,all,31,134.3
"Agriculture, forestry and fishing",man,1200,~ 19,0,0
"Agriculture, forestry and fishing",man,1200,20 ~ 24,0,0
"Agriculture, forestry and fishing",man,1200,25 ~ 29,0,0
"Agriculture, forestry and fishing",man,1200,30 ~ 34,0,0
"Agriculture, forestry and fishing",man,1200,35 ~ 39,0,0
"Agriculture, forestry and fishing",man,1200,40 ~ 44,0,0
"Agriculture, forestry and fishing",man,1200,45 ~ 49,0,0
"Agriculture, forestry and fishing",man,1200,50 ~ 54,23,152
"Agriculture, forestry and fishing",man,1200,55 ~ 59,4,72
"Agriculture, forestry and fishing",man,1200,60 ~,4,100
"Agriculture, forestry and fishing",man,1300,all,81,99.5
"Agriculture, forestry and fishing",man,1300,~ 19,0,0
"Agriculture, forestry and fishing",man,1300,20 ~ 24,2,127
"Agriculture, forestry and fishing",man,1300,25 ~ 29,4,120
"Agriculture, forestry and fishing",man,1300,30 ~ 34,4,120
"Agriculture, forestry and fishing",man,1300,35 ~ 39,0,0
"Agriculture, forestry and fishing",man,1300,40 ~ 44,8,120
"Agriculture, forestry and fishing",man,1300,45 ~ 49,8,96
"Agriculture, forestry and fishing",man,1300,50 ~ 54,8,96
"Agriculture, forestry and fishing",man,1300,55 ~ 59,18,115.6
"Agriculture, forestry and fishing",man,1300,60 ~,27,76
"Agriculture, forestry and fishing",man,1400,all,138,94.5
"Agriculture, forestry and fishing",man,1400,~ 19,0,0
"Agriculture, forestry and fishing",man,1400,20 ~ 24,0,0
"Agriculture, forestry and fishing",man,1400,25 ~ 29,0,0
"Agriculture, forestry and fishing",man,1400,30 ~ 34,5,96
"Agriculture, forestry and fishing",man,1400,35 ~ 39,5,96
"Agriculture, forestry and fishing",man,1400,40 ~ 44,8,128
"Agriculture, forestry and fishing",man,1400,45 ~ 49,0,0
"Agriculture, forestry and fishing",man,1400,50 ~ 54,63,82.2
"Agriculture, forestry and fishing",man,1400,55 ~ 59,42,112.5
"Agriculture, forestry and fishing",man,1400,60 ~,15,76
"Agriculture, forestry and fishing",man,1500,all,271,131.5
"Agriculture, forestry and fishing",man,1500,~ 19,0,0
"Agriculture, forestry and fishing",man,1500,20 ~ 24,0,0
"Agriculture, forestry and fishing",man,1500,25 ~ 29,4,152
"Agriculture, forestry and fishing",man,1500,30 ~ 34,4,152
"Agriculture, forestry and fishing",man,1500,35 ~ 39,75,128
"Agriculture, forestry and fishing",man,1500,40 ~ 44,86,131.1
"Agriculture, forestry and fishing",man,1500,45 ~ 49,0,0
"Agriculture, forestry and fishing",man,1500,50 ~ 54,12,138.3
"Agriculture, forestry and fishing",man,1500,55 ~ 59,78,129
"Agriculture, forestry and fishing",man,1500,60 ~,12,152
"Agriculture, forestry and fishing",man,1600,all,223,127.4
"Agriculture, forestry and fishing",man,1600,~ 19,0,0
"Agriculture, forestry and fishing",man,1600,20 ~ 24,0,0
"Agriculture, forestry and fishing",man,1600,25 ~ 29,15,123.7
"Agriculture, forestry and fishing",man,1600,30 ~ 34,8,136
"Agriculture, forestry and fishing",man,1600,35 ~ 39,4,140
"Agriculture, forestry and fishing",man,1600,40 ~ 44,8,142.5
"Agriculture, forestry and fishing",man,1600,45 ~ 49,4,140
"Agriculture, forestry and fishing",man,1600,50 ~ 54,37,143.2
"Agriculture, forestry and fishing",man,1600,55 ~ 59,33,146.6
"Agriculture, forestry and fishing",man,1600,60 ~,114,114.5
"Agriculture, forestry and fishing",man,1700,all,263,160.4
"Agriculture, forestry and fishing",man,1700,~ 19,0,0
"Agriculture, forestry and fishing",man,1700,20 ~ 24,20,202
"Agriculture, forestry and fishing",man,1700,25 ~ 29,13,180.8
"Agriculture, forestry and fishing",man,1700,30 ~ 34,23,162.2
"Agriculture, forestry and fishing",man,1700,35 ~ 39,6,160
"Agriculture, forestry and fishing",man,1700,40 ~ 44,6,128.3
"Agriculture, forestry and fishing",man,1700,45 ~ 49,77,129.2
"Agriculture, forestry and fishing",man,1700,50 ~ 54,7,140.1
"Agriculture, forestry and fishing",man,1700,55 ~ 59,86,185.7
"Agriculture, forestry and fishing",man,1700,60 ~,24,136.2
"Agriculture, forestry and fishing",man,1800,all,"1,405",159.3
"Agriculture, forestry and fishing",man,1800,~ 19,44,152
"Agriculture, forestry and fishing",man,1800,20 ~ 24,165,167.1
"Agriculture, forestry and fishing",man,1800,25 ~ 29,80,174.3
"Agriculture, forestry and fishing",man,1800,30 ~ 34,60,170
"Agriculture, forestry and fishing",man,1800,35 ~ 39,30,170.7
"Agriculture, forestry and fishing",man,1800,40 ~ 44,173,162.6
"Agriculture, forestry and fishing",man,1800,45 ~ 49,163,159.2
"Agriculture, forestry and fishing",man,1800,50 ~ 54,165,152.4
"Agriculture, forestry and fishing",man,1800,55 ~ 59,129,153.1
"Agriculture, forestry and fishing",man,1800,60 ~,395,155
"Agriculture, forestry and fishing",man,1900,all,863,166.4
"Agriculture, forestry and fishing",man,1900,~ 19,0,0
"Agriculture, forestry and fishing",man,1900,20 ~ 24,129,173.3
"Agriculture, forestry and fishing",man,1900,25 ~ 29,131,171.4
"Agriculture, forestry and fishing",man,1900,30 ~ 34,53,199.9
"Agriculture, forestry and fishing",man,1900,35 ~ 39,123,169.5
"Agriculture, forestry and fishing",man,1900,40 ~ 44,27,172.3
"Agriculture, forestry and fishing",man,1900,45 ~ 49,123,157.6
"Agriculture, forestry and fishing",man,1900,50 ~ 54,43,177.9
"Agriculture, forestry and fishing",man,1900,55 ~ 59,42,152
"Agriculture, forestry and fishing",man,1900,60 ~,193,152.4
"Agriculture, forestry and fishing",man,2000,all,770,177.7
"Agriculture, forestry and fishing",man,2000,~ 19,4,188
"Agriculture, forestry and fishing",man,2000,20 ~ 24,125,183.7
"Agriculture, forestry and fishing",man,2000,25 ~ 29,117,179.6
"Agriculture, forestry and fishing",man,2000,30 ~ 34,101,191.6
"Agriculture, forestry and fishing",man,2000,35 ~ 39,71,163.9
"Agriculture, forestry and fishing",man,2000,40 ~ 44,26,184.6
"Agriculture, forestry and fishing",man,2000,45 ~ 49,63,166.4
"Agriculture, forestry and fishing",man,2000,50 ~ 54,82,167.7
"Agriculture, forestry and fishing",man,2000,55 ~ 59,20,180.2
"Agriculture, forestry and fishing",man,2000,60 ~,160,177
"Agriculture, forestry and fishing",man,2200,all,"2,197",176.4
"Agriculture, forestry and fishing",man,2200,~ 19,8,197.7
"Agriculture, forestry and fishing",man,2200,20 ~ 24,208,205.8
"Agriculture, forestry and fishing",man,2200,25 ~ 29,579,176
"Agriculture, forestry and fishing",man,2200,30 ~ 34,139,178.2
"Agriculture, forestry and fishing",man,2200,35 ~ 39,147,187.6
"Agriculture, forestry and fishing",man,2200,40 ~ 44,173,188.7
"Agriculture, forestry and fishing",man,2200,45 ~ 49,165,175.7
"Agriculture, forestry and fishing",man,2200,50 ~ 54,113,170.5
"Agriculture, forestry and fishing",man,2200,55 ~ 59,225,152.8
"Agriculture, forestry and fishing",man,2200,60 ~,439,167.3
"Agriculture, forestry and fishing",man,2400,all,"1,185",183.5
"Agriculture, forestry and fishing",man,2400,~ 19,0,0
"Agriculture, forestry and fishing",man,2400,20 ~ 24,144,196.4
"Agriculture, forestry and fishing",man,2400,25 ~ 29,221,176.9
"Agriculture, forestry and fishing",man,2400,30 ~ 34,152,192.2
"Agriculture, forestry and fishing",man,2400,35 ~ 39,125,195.9
"Agriculture, forestry and fishing",man,2400,40 ~ 44,74,200.7
"Agriculture, forestry and fishing",man,2400,45 ~ 49,57,207.4
"Agriculture, forestry and fishing",man,2400,50 ~ 54,138,171.9
"Agriculture, forestry and fishing",man,2400,55 ~ 59,122,172.6
"Agriculture, forestry and fishing",man,2400,60 ~,151,163.5
"Agriculture, forestry and fishing",man,2600,all,"1,188",184.1
"Agriculture, forestry and fishing",man,2600,~ 19,0,0
"Agriculture, forestry and fishing",man,2600,20 ~ 24,51,198.9
"Agriculture, forestry and fishing",man,2600,25 ~ 29,210,180.2
"Agriculture, forestry and fishing",man,2600,30 ~ 34,123,188
"Agriculture, forestry and fishing",man,2600,35 ~ 39,290,184.3
"Agriculture, forestry and fishing",man,2600,40 ~ 44,132,188.2
"Agriculture, forestry and fishing",man,2600,45 ~ 49,46,199
"Agriculture, forestry and fishing",man,2600,50 ~ 54,78,181.6
"Agriculture, forestry and fishing",man,2600,55 ~ 59,73,194.5
"Agriculture, forestry and fishing",man,2600,60 ~,184,171.6
"Agriculture, forestry and fishing",man,2800,all,967,185.7
"Agriculture, forestry and fishing",man,2800,~ 19,0,0
"Agriculture, forestry and fishing",man,2800,20 ~ 24,22,204.7
"Agriculture, forestry and fishing",man,2800,25 ~ 29,108,189.8
"Agriculture, forestry and fishing",man,2800,30 ~ 34,135,168
"Agriculture, forestry and fishing",man,2800,35 ~ 39,49,196
"Agriculture, forestry and fishing",man,2800,40 ~ 44,125,185.9
"Agriculture, forestry and fishing",man,2800,45 ~ 49,150,189.7
"Agriculture, forestry and fishing",man,2800,50 ~ 54,76,192
"Agriculture, forestry and fishing",man,2800,55 ~ 59,125,201.4
"Agriculture, forestry and fishing",man,2800,60 ~,177,174
"Agriculture, forestry and fishing",man,3000,all,861,189.4
"Agriculture, forestry and fishing",man,3000,~ 19,0,0
"Agriculture, forestry and fishing",man,3000,20 ~ 24,7,188
"Agriculture, forestry and fishing",man,3000,25 ~ 29,62,200.7
"Agriculture, forestry and fishing",man,3000,30 ~ 34,151,170.2
"Agriculture, forestry and fishing",man,3000,35 ~ 39,127,192.2
"Agriculture, forestry and fishing",man,3000,40 ~ 44,90,193.8
"Agriculture, forestry and fishing",man,3000,45 ~ 49,154,194
"Agriculture, forestry and fishing",man,3000,50 ~ 54,169,191.5
"Agriculture, forestry and fishing",man,3000,55 ~ 59,54,213.2
"Agriculture, forestry and fishing",man,3000,60 ~,45,169.2
"Agriculture, forestry and fishing",man,3500,all,"1,866",189.6
"Agriculture, forestry and fishing",man,3500,~ 19,0,0
"Agriculture, forestry and fishing",man,3500,20 ~ 24,74,176.2
"Agriculture, forestry and fishing",man,3500,25 ~ 29,112,205.4
"Agriculture, forestry and fishing",man,3500,30 ~ 34,149,197.1
"Agriculture, forestry and fishing",man,3500,35 ~ 39,350,180
"Agriculture, forestry and fishing",man,3500,40 ~ 44,404,177
"Agriculture, forestry and fishing",man,3500,45 ~ 49,297,201.4
"Agriculture, forestry and fishing",man,3500,50 ~ 54,208,205.9
"Agriculture, forestry and fishing",man,3500,55 ~ 59,119,201.9
"Agriculture, forestry and fishing",man,3500,60 ~,152,178.1
"Agriculture, forestry and fishing",man,4000,all,940,198.5
"Agriculture, forestry and fishing",man,4000,~ 19,0,0
"Agriculture, forestry and fishing",man,4000,20 ~ 24,0,0
"Agriculture, forestry and fishing",man,4000,25 ~ 29,33,190.4
"Agriculture, forestry and fishing",man,4000,30 ~ 34,56,189.7
"Agriculture, forestry and fishing",man,4000,35 ~ 39,229,210
"Agriculture, forestry and fishing",man,4000,40 ~ 44,204,178.9
"Agriculture, forestry and fishing",man,4000,45 ~ 49,134,202.1
"Agriculture, forestry and fishing",man,4000,50 ~ 54,142,213.9
"Agriculture, forestry and fishing",man,4000,55 ~ 59,79,186.8
"Agriculture, forestry and fishing",man,4000,60 ~,62,204
"Agriculture, forestry and fishing",man,4500,all,743,183.4
"Agriculture, forestry and fishing",man,4500,~ 19,0,0
"Agriculture, forestry and fishing",man,4500,20 ~ 24,2,203
"Agriculture, forestry and fishing",man,4500,25 ~ 29,6,168
"Agriculture, forestry and fishing",man,4500,30 ~ 34,78,167
"Agriculture, forestry and fishing",man,4500,35 ~ 39,107,179.2
"Agriculture, forestry and fishing",man,4500,40 ~ 44,94,198.1
"Agriculture, forestry and fishing",man,4500,45 ~ 49,248,191.6
"Agriculture, forestry and fishing",man,4500,50 ~ 54,71,192.9
"Agriculture, forestry and fishing",man,4500,55 ~ 59,92,165.1
"Agriculture, forestry and fishing",man,4500,60 ~,45,170.1
"Agriculture, forestry and fishing",man,5000,all,302,194.4
"Agriculture, forestry and fishing",man,5000,~ 19,0,0
"Agriculture, forestry and fishing",man,5000,20 ~ 24,0,0
"Agriculture, forestry and fishing",man,5000,25 ~ 29,3,206
"Agriculture, forestry and fishing",man,5000,30 ~ 34,32,206.5
"Agriculture, forestry and fishing",man,5000,35 ~ 39,32,189.8
"Agriculture, forestry and fishing",man,5000,40 ~ 44,56,206.9
"Agriculture, forestry and fishing",man,5000,45 ~ 49,84,185.4
"Agriculture, forestry and fishing",man,5000,50 ~ 54,37,176.8
"Agriculture, forestry and fishing",man,5000,55 ~ 59,53,203.8
"Agriculture, forestry and fishing",man,5000,60 ~,4,179
"Agriculture, forestry and fishing",man,6000,all,366,193.2
"Agriculture, forestry and fishing",man,6000,~ 19,0,0
"Agriculture, forestry and fishing",man,6000,20 ~ 24,0,0
"Agriculture, forestry and fishing",man,6000,25 ~ 29,6,178.8
"Agriculture, forestry and fishing",man,6000,30 ~ 34,13,182.4
"Agriculture, forestry and fishing",man,6000,35 ~ 39,39,209.6
"Agriculture, forestry and fishing",man,6000,40 ~ 44,103,191.9
"Agriculture, forestry and fishing",man,6000,45 ~ 49,74,197
"Agriculture, forestry and fishing",man,6000,50 ~ 54,105,192.6
"Agriculture, forestry and fishing",man,6000,55 ~ 59,14,162.6
"Agriculture, forestry and fishing",man,6000,60 ~,12,186.5
"Agriculture, forestry and fishing",man,10000,all,201,176.6
"Agriculture, forestry and fishing",man,10000,~ 19,0,0
"Agriculture, forestry and fishing",man,10000,20 ~ 24,0,0
"Agriculture, forestry and fishing",man,10000,25 ~ 29,0,0
"Agriculture, forestry and fishing",man,10000,30 ~ 34,3,152
"Agriculture, forestry and fishing",man,10000,35 ~ 39,6,175.7
"Agriculture, forestry and fishing",man,10000,40 ~ 44,28,162.8
"Agriculture, forestry and fishing",man,10000,45 ~ 49,58,185.5
"Agriculture, forestry and fishing",man,10000,50 ~ 54,55,175.8
"Agriculture, forestry and fishing",man,10000,55 ~ 59,44,175.6
"Agriculture, forestry and fishing",man,10000,60 ~,7,181.6
"Agriculture, forestry and fishing",woman,all,all,"2,674",174.4
"Agriculture, forestry and fishing",woman,all,~ 19,7,221
"Agriculture, forestry and fishing",woman,all,20 ~ 24,476,161.5
"Agriculture, forestry and fishing",woman,all,25 ~ 29,204,188.1
"Agriculture, forestry and fishing",woman,all,30 ~ 34,218,182.9
"Agriculture, forestry and fishing",woman,all,35 ~ 39,130,176.6
"Agriculture, forestry and fishing",woman,all,40 ~ 44,270,184.6
"Agriculture, forestry and fishing",woman,all,45 ~ 49,113,185.7
"Agriculture, forestry and fishing",woman,all,50 ~ 54,328,186.7
"Agriculture, forestry and fishing",woman,all,55 ~ 59,307,168.1
"Agriculture, forestry and fishing",woman,all,60 ~,621,165.8
